time,queue length n,outflow,inflow,AtoB Lead st,AtoB Lead ut,AtoB last st,AtoB last ut,AtoBTT,AtoBEF,AtoBSpeed,BtoA Lead st,BtoA Lead ut,BtoA last st,BtoA last ut,BtoATT,BtoAEF,BtoASpeed,AtoC Lead st,AtoC Lead ut,AtoC last st,AtoC last ut,AtoCTT,AtoCEF,AtoCSpeed,BtoC Lead st,BtoC Lead ut,BtoC last st,BtoC last ut,BtoCTT,BtoCEF,BtoCSpeed,CtoCright Lead st,CtoCright Lead ut,CtoCright last st,CtoCright last ut,CtoCrightTT,CtoCrightEF,CtoCrightSpeed
36,0,0.0,0.55,0,100000,0,100000,21.950799702051995,0.0,13.17491863282617,0,100000,0,100000,27.85795662572277,0.0,10.381235202763072,0,100000,0,100000,30.899152615161306,0.0,13.27673949863296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0.0,0.55,0,100000,0,100000,21.30186597614165,0.0,13.576275445724216,0,100000,0,100000,28.33687212795821,0.0,10.205784135033893,0,100000,0,100000,38.10263727194107,0.0,10.766708799500929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0.02631578947368421,0.55,2.0,2.0,2.0,2.0,24.75119100863483,0.0,11.68428621875643,2.0,2.0,2.0,2.0,27.04766341044011,0.02631578947368421,10.692235983991575,0,100000,2.0,2.0,35.19773159108435,0.0,11.655296561893056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0.02564102564102564,0.55,1.9736842105263157,2.5236842105263158,1.9736842105263157,2.5236842105263158,23.729354880120518,0.0,12.187436256106562,1.9736842105263157,2.5236842105263158,1.9736842105263157,2.5236842105263158,27.64368627834876,0.02631578947368421,10.461701709677873,0,100000,1.9736842105263157,2.5236842105263158,33.71256969881974,0.0,12.168754967805443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0.025,0.55,1.9473684210526316,3.0473684210526315,1.9473684210526316,3.0473684210526315,22.79102680102293,0.0,12.689204506881621,1.9473684210526316,3.0473684210526315,1.9473684210526316,3.0473684210526315,27.373007036478402,0.02631578947368421,10.565152729278157,0,100000,1.9473684210526316,3.0473684210526315,38.22959300420626,0.0,10.730953896235905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0.024390243902439025,0.55,1.9210526315789473,3.5710526315789477,1.9210526315789473,3.5710526315789477,22.436309386566606,0.024390243902439025,12.88982046990108,1.9210526315789473,3.5710526315789477,1.9210526315789473,3.5710526315789477,28.69142362165496,0.02631578947368421,10.079667144216755,0,100000,1.9210526315789473,3.5710526315789477,36.08024808719017,0.0,11.370210066422755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0.023809523809523808,0.55,1.8947368421052633,4.094736842105263,1.8947368421052633,4.094736842105263,21.509978248723197,0.024390243902439025,13.444922940225032,1.8947368421052633,4.094736842105263,1.8947368421052633,4.094736842105263,30.565262038560004,0.02631578947368421,9.46172159869449,0,100000,1.8947368421052633,4.094736842105263,34.10356674387165,0.0,12.02924031615313,1.8947368421052633,4.094736842105263,1.8947368421052633,4.094736842105263,22.78210469242209,0.0,12.694173953831196,0,0,0,0,0,0,0
43,2,0.023255813953488372,0.55,1.868421052631579,4.618421052631579,1.868421052631579,4.618421052631579,21.96309729010998,0.024390243902439025,13.167541726012715,1.868421052631579,4.618421052631579,1.868421052631579,4.618421052631579,32.412288669007474,0.02631578947368421,8.922541785101775,0,100000,1.868421052631579,4.618421052631579,33.362546701765275,0.0,12.296423401583231,1.868421052631579,4.618421052631579,1.868421052631579,4.618421052631579,20.907320806685096,0.0,13.832475364683196,0,0,0,0,0,0,0
44,3,0.045454545454545456,0.55,3.0,3.0,3.0,3.0,21.666923980563602,0.024390243902439025,13.347533792033792,3.0,3.0,3.0,3.0,29.963992141226548,0.045454545454545456,9.65158442963608,0,100000,3.0,3.0,30.835068251274702,0.0,13.304332478104405,3.0,3.0,3.0,3.0,21.210916421378077,0.0,13.63448868755717,0,0,0,0,0,0,0
45,3,0.044444444444444446,0.55,2.9545454545454546,3.504545454545455,2.9545454545454546,3.504545454545455,21.86587284219987,0.024390243902439025,13.22608990215386,2.9545454545454546,3.504545454545455,2.9545454545454546,3.504545454545455,31.254739611330233,0.045454545454545456,9.252996620556114,0,100000,2.9545454545454546,3.504545454545455,31.731877393840847,0.0,12.928324249722065,2.9545454545454546,3.504545454545455,2.9545454545454546,3.504545454545455,22.76902025199585,0.0,12.701468785186298,0,0,0,0,0,0,0
46,3,0.043478260869565216,0.55,2.909090909090909,4.00909090909091,2.909090909090909,4.00909090909091,24.29599231497736,0.024390243902439025,11.903197706467889,2.909090909090909,4.00909090909091,2.909090909090909,4.00909090909091,31.68281558137684,0.045454545454545456,9.127976623706125,0,100000,2.909090909090909,4.00909090909091,37.18927864590693,0.0,11.031136255856127,2.909090909090909,4.00909090909091,2.909090909090909,4.00909090909091,22.962841025749697,0.0,12.594260426037945,0,0,0,0,0,0,0
47,3,0.0425531914893617,0.55,2.8636363636363638,4.513636363636364,2.8636363636363638,4.513636363636364,23.627578919224007,0.0425531914893617,12.239933722735318,2.8636363636363638,4.513636363636364,2.8636363636363638,4.513636363636364,33.68070740684168,0.045454545454545456,8.586517988076872,0,100000,2.8636363636363638,4.513636363636364,34.439068627259815,0.0,11.912052687606066,2.8636363636363638,4.513636363636364,2.8636363636363638,4.513636363636364,22.767027906844298,0.0,12.702580292136409,0,0,0,0,0,0,0
48,3,0.041666666666666664,0.55,2.8181818181818183,5.0181818181818185,2.8181818181818183,5.0181818181818185,22.916680487828007,0.0425531914893617,12.61962875267236,2.8181818181818183,5.0181818181818185,2.8181818181818183,5.0181818181818185,35.31911133349658,0.045454545454545456,8.188201488685907,0,100000,2.8181818181818183,5.0181818181818185,33.85099213272828,0.0,12.118994869972102,2.8181818181818183,5.0181818181818185,2.8181818181818183,5.0181818181818185,22.49200747605436,0.0,12.857900759098122,0,0,0,0,0,0,0
49,3,0.04081632653061224,0.55,2.7727272727272725,5.522727272727273,2.7727272727272725,5.522727272727273,21.74378589663624,0.0425531914893617,13.300351713118145,2.7727272727272725,5.522727272727273,2.7727272727272725,5.522727272727273,35.058880867040834,0.045454545454545456,8.248979797637508,0,100000,2.7727272727272725,5.522727272727273,32.36077648110433,0.0,12.677075293281106,2.7727272727272725,5.522727272727273,2.7727272727272725,5.522727272727273,21.952571480590546,0.0,13.173855293248781,0,0,0,0,0,0,0
50,4,0.06,0.55,4.0,4.0,4.0,4.0,22.22131202376314,0.0425531914893617,13.014533061357215,4.0,4.0,4.0,4.0,33.817878838707834,0.06,8.551689518414817,0,100000,4.0,4.0,30.362425428224494,0.0,13.511437054651324,2.7272727272727275,6.027272727272727,4.0,4.0,21.672044256333216,0.0,13.344380279930775,0,0,0,0,0,0,0
51,4,0.058823529411764705,0.55,3.94,4.49,3.94,4.49,21.91462315851985,0.0425531914893617,13.196667718539636,3.94,4.49,3.94,4.49,35.89344645354739,0.06,8.057181145150746,0,100000,3.94,4.49,30.781558029626968,0.0,13.327460540013854,3.94,4.49,3.94,4.49,21.961094770645524,0.0,13.16874240652891,0,0,0,0,0,0,0
52,4,0.057692307692307696,0.55,3.88,4.98,3.88,4.98,21.793756772365608,0.0425531914893617,13.269855354479516,3.88,4.98,3.88,4.98,35.67016028251096,0.06,8.107617058894865,0,100000,3.88,4.98,34.34373400104833,0.0,11.945119304367939,3.88,4.98,3.88,4.98,21.647271153418362,0.0,13.359651567644907,0,0,0,0,0,0,0
53,4,0.05660377358490566,0.55,3.82,5.470000000000001,3.82,5.470000000000001,21.557093798693145,0.0425531914893617,13.41553748852418,3.82,5.470000000000001,3.82,5.470000000000001,37.10468792055794,0.06,7.794163384938969,3.82,5.470000000000001,3.82,5.470000000000001,34.97304355312551,0.018867924528301886,11.730177254285245,3.82,5.470000000000001,3.82,5.470000000000001,21.474374892752092,0.0,13.467213897695766,0,100000,0,100000,7.104631665923378,0.0,13.867010231162421
54,4,0.05555555555555555,0.55,3.76,5.96,3.76,5.96,24.636568289646398,0.0425531914893617,11.738647874977673,3.76,5.96,3.76,5.96,41.05394566294665,0.06,7.044389895537329,3.76,5.96,3.76,5.96,33.609581330987766,0.018867924528301886,12.206043150610805,3.76,5.96,3.76,5.96,21.620772344428392,0.0,13.376025397840422,0,100000,0,100000,7.784003076594141,0.0,12.656726754931734
55,4,0.05454545454545454,0.55,3.7,6.45,3.7,6.45,23.70854598391717,0.05454545454545454,12.198133120275722,3.7,6.45,3.7,6.45,39.44569312507236,0.06,7.3315988917476895,3.7,6.45,3.7,6.45,32.434989802036775,0.018867924528301886,12.648069338200894,3.7,6.45,3.7,6.45,22.12817664449268,0.0,13.069309986368754,0,100000,0,100000,7.440004784544663,0.0,13.241926968200133
56,4,0.05357142857142857,0.55,3.64,6.94,3.64,6.94,23.507485956173813,0.05454545454545454,12.302464012492448,3.64,6.94,3.64,6.94,42.94989147350205,0.06,6.733427957051347,3.64,6.94,3.64,6.94,31.23928306613345,0.018867924528301886,13.13218357577296,3.64,6.94,3.64,6.94,21.849766858133485,0.0,13.235839168340897,0,100000,0,100000,7.346795550144259,0.0,13.409928087363951
57,4,0.05263157894736842,0.55,3.58,7.43,3.58,7.43,21.499539636633873,0.05454545454545454,13.451450816519868,3.58,7.43,3.58,7.43,46.035808704743545,0.06,6.282066246621637,3.58,7.43,3.58,7.43,33.45475857945939,0.018867924528301886,12.262530576199701,3.58,7.43,3.58,7.43,21.86864582446016,0.0,13.224412810990279,0,100000,0,100000,7.67163279619252,0.0,12.842116224449128
58,7,0.06896551724137931,0.55,7.0,7.0,7.0,7.0,21.943951593221886,0.05454545454545454,13.17903016562108,7.0,7.0,7.0,7.0,42.360727903989286,0.06896551724137931,6.827078152563209,7.0,7.0,7.0,7.0,32.127058264319764,0.018867924528301886,12.769298596367648,3.52,7.92,7.0,7.0,21.8655486300271,0.0,13.226286012455821,0,100000,0,100000,7.787878648615404,0.0,12.650428241780029
59,7,0.06779661016949153,0.55,6.931034482758621,7.481034482758621,6.931034482758621,7.481034482758621,22.1074321986253,0.05454545454545454,13.081573536070065,6.931034482758621,7.481034482758621,6.931034482758621,7.481034482758621,43.37764416792853,0.06896551724137931,6.667028732137127,6.931034482758621,7.481034482758621,6.931034482758621,7.481034482758621,30.611207311297065,0.018867924528301886,13.401627574767394,6.931034482758621,7.481034482758621,6.931034482758621,7.481034482758621,22.033255666494703,0.0,13.125613589632946,0,100000,0,100000,7.678682305631333,0.0,12.830326360519976
60,7,0.06666666666666667,0.55,6.862068965517241,7.962068965517242,6.862068965517241,7.962068965517242,26.335011323630646,0.06666666666666667,10.981578722181835,6.862068965517241,7.962068965517242,6.862068965517241,7.962068965517242,44.8852900819748,0.06896551724137931,6.443090809301419,6.862068965517241,7.962068965517242,6.862068965517241,7.962068965517242,34.52654580438955,0.018867924528301886,11.881872062274006,6.862068965517241,7.962068965517242,6.862068965517241,7.962068965517242,21.738902048181508,0.0,13.30333976200937,0,100000,0,100000,7.4892632858747525,0.0,13.154831956010312
61,7,0.06557377049180328,0.55,6.793103448275862,8.443103448275862,6.793103448275862,8.443103448275862,25.11577111411928,0.06666666666666667,11.51467731912165,6.793103448275862,8.443103448275862,6.793103448275862,8.443103448275862,42.939304417748886,0.06896551724137931,6.735088141773896,6.793103448275862,8.443103448275862,6.793103448275862,8.443103448275862,33.119107913459494,0.018867924528301886,12.386807068353427,6.793103448275862,8.443103448275862,6.793103448275862,8.443103448275862,22.024485792344564,0.0,13.130840044425568,0,0,0,0,0,0,0
62,7,0.06451612903225806,0.55,6.724137931034483,8.924137931034483,6.724137931034483,8.924137931034483,24.25097520071708,0.06666666666666667,11.925293626602224,6.724137931034483,8.924137931034483,6.724137931034483,8.924137931034483,46.70925328992115,0.06896551724137931,6.191492683579318,6.724137931034483,8.924137931034483,6.724137931034483,8.924137931034483,33.20233406634498,0.018867924528301886,12.355757856669277,6.724137931034483,8.924137931034483,6.724137931034483,8.924137931034483,21.689838110443354,0.0,13.333432851246327,0,0,0,0,0,0,0
63,7,0.06349206349206349,0.55,6.655172413793103,9.405172413793103,6.655172413793103,9.405172413793103,23.04074870436061,0.06666666666666667,12.55167545598321,6.655172413793103,9.405172413793103,6.655172413793103,9.405172413793103,50.17666269779025,0.06896551724137931,5.763635611675229,6.655172413793103,9.405172413793103,6.655172413793103,9.405172413793103,31.817948124020507,0.018867924528301886,12.893351840318552,6.655172413793103,9.405172413793103,6.655172413793103,9.405172413793103,22.230299880658333,0.0,13.009271199783544,0,0,0,0,0,0,0
64,8,0.078125,0.55,8.0,8.0,8.0,8.0,21.493058721859757,0.06666666666666667,13.455506903066611,8.0,8.0,8.0,8.0,46.901976268330046,0.078125,6.166051476071352,8.0,8.0,8.0,8.0,30.845886430062155,0.018867924528301886,13.299666421652367,8.0,8.0,8.0,8.0,21.655407466052935,0.015625,13.354632114558479,6.586206896551724,9.886206896551723,6.586206896551724,9.886206896551723,7.790312174189878,0.015625,12.646476520723663
65,8,0.07692307692307693,0.55,7.921875,8.471875,7.921875,8.471875,21.75635177753598,0.06666666666666667,13.2926697893627,7.921875,8.471875,7.921875,8.471875,48.32815974145921,0.078125,5.984088811722421,7.921875,8.471875,7.921875,8.471875,30.67867413489394,0.018867924528301886,13.372155465264806,7.921875,8.471875,7.921875,8.471875,22.017054907507116,0.015625,13.135271779759789,7.921875,8.471875,7.921875,8.471875,7.296845553812932,0.015625,13.50172472110484
66,8,0.07575757575757576,0.55,7.84375,8.94375,7.84375,8.94375,22.055280879048365,0.06666666666666667,13.112505870407139,7.84375,8.94375,7.84375,8.94375,49.23910081458995,0.078125,5.873381016623026,7.84375,8.94375,7.84375,8.94375,33.35379404126848,0.018867924528301886,12.299650213478328,7.84375,8.94375,7.84375,8.94375,21.39955247690711,0.015625,13.514301306631728,7.84375,8.94375,7.84375,8.94375,7.306683379442943,0.015625,13.483545800982975
67,8,0.07462686567164178,0.55,7.765625,9.415625,7.765625,9.415625,22.141383586254694,0.06666666666666667,13.06151437525948,7.765625,9.415625,7.765625,9.415625,48.887453705036876,0.078125,5.915628204833333,7.765625,9.415625,7.765625,9.415625,33.053673226640626,0.018867924528301886,12.411328604451574,7.765625,9.415625,7.765625,9.415625,21.534605376648447,0.015625,13.42954723069134,7.765625,9.415625,7.765625,9.415625,7.494372494667569,0.015625,13.145863789143041
68,8,0.07352941176470588,0.55,7.6875,9.8875,7.6875,9.8875,27.09608063043147,0.07352941176470588,10.673130329971078,7.6875,9.8875,7.6875,9.8875,54.09690033048461,0.078125,5.345962490147156,7.6875,9.8875,7.6875,9.8875,32.46879152430674,0.018867924528301886,12.634902031782943,7.6875,9.8875,7.6875,9.8875,22.350829721007308,0.015625,12.939116963885416,7.6875,9.8875,7.6875,9.8875,7.765663118398841,0.015625,12.686617806865835
69,8,0.07246376811594203,0.55,7.609375,10.359375,7.609375,10.359375,25.166177716442782,0.07352941176470588,11.491613993135156,7.609375,10.359375,7.609375,10.359375,57.27924854508731,0.078125,5.048948918601061,7.609375,10.359375,7.609375,10.359375,31.544458618053937,0.028985507246376812,13.005136812372049,7.609375,10.359375,7.609375,10.359375,22.259046591925085,0.015625,12.992470221294791,7.609375,10.359375,7.609375,10.359375,7.543225877209057,0.015625,13.060725159731229
70,8,0.07142857142857142,0.55,7.53125,10.83125,7.53125,10.83125,24.728302303534267,0.07352941176470588,11.69510128314253,7.53125,10.83125,7.53125,10.83125,55.52378574616162,0.078125,5.208578559865084,7.53125,10.83125,7.53125,10.83125,30.51229036133629,0.028985507246376812,13.44507394042882,7.53125,10.83125,7.53125,10.83125,21.94876464528985,0.02857142857142857,13.176140191655916,7.53125,10.83125,7.53125,10.83125,7.194214190325459,0.015625,13.694337893426418
71,8,0.07042253521126761,0.55,7.453125,11.303125000000001,7.453125,11.303125000000001,22.2592569570982,0.07352941176470588,12.992347433582133,7.453125,11.303125000000001,7.453125,11.303125000000001,57.5587995825532,0.078125,5.024427230891385,7.453125,11.303125000000001,7.453125,11.303125000000001,33.95384082102013,0.028985507246376812,12.08228554061044,7.453125,11.303125000000001,7.453125,11.303125000000001,21.623097997633977,0.02857142857142857,13.37458675124372,7.453125,11.303125000000001,7.453125,11.303125000000001,7.585502919521974,0.015625,12.987932513538412
72,8,0.06944444444444445,0.55,7.375,11.775,7.375,11.775,22.06864212983215,0.07352941176470588,13.10456702766785,7.375,11.775,7.375,11.775,61.59578791535926,0.078125,4.695126238134967,7.375,11.775,7.375,11.775,32.742292606559985,0.041666666666666664,12.52936087675814,7.375,11.775,7.375,11.775,22.376792988502046,0.02857142857142857,12.924104010284259,7.375,11.775,7.375,11.775,7.771427735797038,0.027777777777777776,12.677207245483803
73,10,0.0821917808219178,0.55,10.0,10.0,10.0,10.0,22.003586781302364,0.07352941176470588,13.143311718876163,10.0,10.0,10.0,10.0,57.663982678339295,0.0821917808219178,5.015262327841849,7.296875,12.246875,10.0,10.0,31.57999920265238,0.041666666666666664,12.990500644646763,7.296875,12.246875,10.0,10.0,21.84711618877583,0.02857142857142857,13.23744504771661,7.296875,12.246875,7.296875,12.246875,7.492688591072315,0.027777777777777776,13.148818184888734
74,10,0.08108108108108109,0.55,9.917808219178083,10.467808219178082,9.917808219178083,10.467808219178082,24.832666327901443,0.07352941176470588,11.645950385724838,9.917808219178083,10.467808219178082,9.917808219178083,10.467808219178082,60.75583543820515,0.0821917808219178,4.760036594248559,9.917808219178083,10.467808219178082,9.917808219178083,10.467808219178082,31.183405420343888,0.041666666666666664,13.155715178316015,9.917808219178083,10.467808219178082,9.917808219178083,10.467808219178082,21.951677598550756,0.02857142857142857,13.17439173847437,9.917808219178083,10.467808219178082,9.917808219178083,10.467808219178082,7.659392695761979,0.027777777777777776,12.862638581582601
75,10,0.08,0.55,9.835616438356164,10.935616438356165,9.835616438356164,10.935616438356165,24.86459998069505,0.07352941176470588,11.630993469612852,9.835616438356164,10.935616438356165,9.835616438356164,10.935616438356165,62.469892481469586,0.0821917808219178,4.629430090435728,9.835616438356164,10.935616438356165,9.835616438356164,10.935616438356165,33.824362538884806,0.041666666666666664,12.128536037549392,9.835616438356164,10.935616438356165,9.835616438356164,10.935616438356165,21.59833321272353,0.02857142857142857,13.389922136659735,9.835616438356164,10.935616438356165,9.835616438356164,10.935616438356165,7.4952170763768535,0.027777777777777776,13.144382476994785
76,10,0.07894736842105263,0.55,9.753424657534246,11.403424657534247,9.753424657534246,11.403424657534247,23.89444734492895,0.07894736842105263,12.103230337376942,9.753424657534246,11.403424657534247,9.753424657534246,11.403424657534247,67.03043064195776,0.0821917808219178,4.31445833228729,9.753424657534246,11.403424657534247,9.753424657534246,11.403424657534247,32.82681843828329,0.041666666666666664,12.497099003708806,9.753424657534246,11.403424657534247,9.753424657534246,11.403424657534247,21.45396236583593,0.02857142857142857,13.480027375294206,9.753424657534246,11.403424657534247,9.753424657534246,11.403424657534247,7.739747872179074,0.027777777777777776,12.729096816465463
77,10,0.07792207792207792,0.55,9.67123287671233,11.871232876712329,9.67123287671233,11.871232876712329,22.127137784851385,0.07894736842105263,13.069923584874644,9.67123287671233,11.871232876712329,9.67123287671233,11.871232876712329,73.62637594165817,0.0821917808219178,3.927940174987877,9.67123287671233,11.871232876712329,9.67123287671233,11.871232876712329,32.37280773518615,0.041666666666666664,12.672363897373916,9.67123287671233,11.871232876712329,9.67123287671233,11.871232876712329,21.556673386295696,0.02857142857142857,13.415799127144274,9.67123287671233,11.871232876712329,9.67123287671233,11.871232876712329,7.716224990216601,0.03896103896103896,12.767901418752496
